 (-6.599149362662025398e-02-5.436441215918962898e-17j), (-9.977151891962612318e-01+3.803599032907302341e-17j), (-6.571263852691893170e-01+1.777328249335098133e-16j), (-3.152909385755032767e-01+6.893954867298280669e-17j), (-1.254580301802963871e-01-7.697091734231893619e-17j), (-2.515524538937677010e-02-9.329363209814740912e-17j), (1.886730478446698583e-02-2.055691629675704886e-16j), (4.401210202238166336e-02-4.732595281493936587e-17j)
 (-7.226591192058663682e-02+4.134179071669560926e-17j), (-9.972705393728324985e-01-8.328307948483202616e-17j), (-6.523725365217912797e-01-1.194902663210522052e-16j), (-3.093160613888691346e-01+1.043202758539392669e-16j), (-1.192158087361742669e-01-7.741184436517427927e-17j), (-1.886730478446768319e-02+8.206892952310470632e-17j), (2.515524538937588192e-02-2.406861434892624471e-17j), (5.029457036336611175e-02-1.448038114281284017e-16j)
 (-7.853747156566943943e-02-1.114019248795871564e-16j), (-9.967864401570344368e-01+1.268022156809496934e-16j), (-6.475928816373947017e-01+1.140908559554675050e-16j), (-3.033289484746274356e-01-6.320346247185762314e-17j), (-1.129688714290732476e-01-3.066065434015743353e-16j), (-1.257861783874197718e-02+2.791774188034828272e-18j), (3.144219091912044822e-02-1.469225695380686769e-16j), (5.657504918379234471e-02+5.023424866338923334e-17j)
 (-8.480592447550876212e-02-1.099211985531095014e-16j), (-9.962629106985543270e-01-8.178544568035350725e-17j), (-6.427876096865396960e-01-1.056784171401096125e-16j), (-2.973298366671727755e-01+1.741783581168027758e-16j), (-1.067174653713598986e-01-3.335430347418076876e-16j), (-6.289433316068404611e-03-6.125039338830509320e-17j), (3.772789267871713703e-02-2.895724120383124985e-16j), (6.285329004448197976e-02+5.402077012469774925e-17j)
 (-9.107102268664031552e-02+1.523594679893914793e-16j), (-9.956999717068378830e-01-8.246199169942808392e-17j), (-6.379569107531127825e-01-8.617740145624918905e-17j), (-2.913189632755477931e-01+2.010669927794174470e-16j), (-1.004618378521685423e-01-2.615341533171092486e-16j), (-2.506883589603603476e-16-5.690498385241873596e-17j), (4.401210202238170499e-02-1.611062202687713781e-16j), (6.912904459478451391e-02-9.906964555886709365e-17j)
 (-9.733251836830211778e-02-1.782952642216943472e-16j), (-9.950976454502657997e-01-6.372262982184699136e-17j), (-6.331009759268216852e-01+2.057356647017216600e-17j), (-2.852965660740503506e-01+3.166642504647819599e-18j), (-9.420223632762723953e-02-1.795806792925278733e-16j), (2.597921877622866455e-17-4.895760872676844438e-17j), (5.029457036336611175e-02-2.017639883733302285e-16j), (7.540206458240178433e-02+1.114707421427483196e-16j)
 (-1.035901638322388602e-01-1.366470458606967993e-16j), (-9.944559557552777873e-01-3.514864320887590640e-17j), (-6.282199972956431511e-01-4.419598790406362482e-17j), (-2.792628832928309435e-01+2.390164872621057097e-16j), (-8.793890841106176415e-02+1.740511272853096876e-16j), (6.289433316067736743e-03+1.572625947894121433e-16j), (5.657504918379228920e-02+5.040396900241505660e-17j), (8.167210186320662813e-02+1.667836414381740229e-16j)
 (-1.098437115424995142e-01-2.243554777951451950e-16j), (-9.937749280054247736e-01+3.372604135637206845e-17j), (-6.233141679382175893e-01-4.035053760709451210e-17j), (-2.732181536084662410e-01+3.290449822597500531e-16j), (-8.167210186320682241e-02+1.397453239357970198e-17j), (1.257861783874108033e-02-7.597045652389539953e-17j), (6.285329004448202139e-02+1.107277891738791163e-16j), (8.793890841106123679e-02+7.428199673524288157e-17j)
 (-1.160929141252295127e-01-1.393625866746325971e-16j), (-9.930545891403677050e-01-7.802581013109254567e-17j), (-6.183836819162167320e-01-1.161809974903653108e-16j), (-2.671626161345223016e-01+1.220130751901741972e-16j), (-7.540206458240218679e-02+1.227465853625236138e-16j), (1.886730478446695461e-02-3.547524464468832630e-17j), (6.912904459478451391e-02-1.557797828369356112e-16j), (9.420223632762615706e-02+6.398582963639980125e-17j)
 (-1.223375243784570049e-01+1.515338843213596128e-16j), (-9.922949676548138420e-01+4.628782785835907820e-17j), (-6.134287342666625564e-01-4.366964881434936039e-17j), (-2.610965104120888114e-01+1.774659577627445859e-16j), (-6.912904459478488861e-02-6.721108410119277800e-17j), (2.515524538937584376e-02+2.598442662902053008e-16j), (7.540206458240178433e-02+1.116218599219044839e-16j), (1.004618378521680011e-01+1.929901594150600106e-16j)
 (-1.285772952818685089e-01-2.837691571402995708e-16j), (-9.914960935973851086e-01-1.087333427851826888e-17j), (-6.084495209942181182e-01+2.675057252525892809e-16j), (-2.550200764003117126e-01-9.611814677745204673e-17j), (-6.285329004448267365e-02-1.188564262842301540e-16j), (3.144219091912043434e-02-9.097858560560542026e-17j), (8.167210186320653098e-02+1.673512208706676053e-16j), (1.067174653713588439e-01+2.811518596359394630e-16j)
 (-1.348119800065839813e-01-1.089209407169374674e-16j), (-9.906579985694314860e-01+9.181598043949159521e-17j), (-6.034462390634268703e-01-2.218970884113497708e-17j), (-2.489335544668923317e-01+2.567203538730055958e-16j), (-5.657504918379266390e-02+3.593127903399451420e-17j), (3.772789267871712315e-02-1.186732417742601418e-16j), (8.793890841106120904e-02-3.958575706557390433e-17j), (1.129688714290728174e-01+8.271207448368300697e-17j)
 (-1.410413319249191333e-01-1.307118609284287092e-16j), (-9.897807157237834552e-01+1.468150246914712696e-16j), (-5.984190863909270020e-01+3.742119702276724909e-17j), (-2.428371853785872281e-01+3.696071892659821523e-16j), (-5.029457036336704850e-02-3.921125214408045138e-17j), (4.401210202238169111e-02+6.574609186477166356e-17j), (9.420223632762615706e-02+6.395438817635114233e-17j), (1.192158087361732954e-01-9.474197490252376287e-17j)
 (-1.472651046201407798e-01-4.136568635704214585e-17j), (-9.888642797634359383e-01+2.241302663575310665e-17j), (-5.933682618376211471e-01+4.159687546917219072e-17j), (-2.367312102916805383e-01-1.559436963853244299e-16j), (-4.401210202238191316e-02+2.037011626382600080e-17j), (5.029457036336616726e-02-8.829212060782522973e-17j), (1.004618378521679734e-01+2.233636738759806048e-17j), (1.254580301802961650e-01+2.263257938686337245e-16j)
 (-1.534830518962158608e-01-6.478057901355907809e-17j), (-9.879087269401781723e-01+5.883635789114802770e-18j), (-5.882939652008054576e-01+3.976926435823865960e-17j), (-2.306158707424403875e-01+2.684134065171339258e-16j), (-3.772789267871831664e-02-4.528759657280607320e-18j), (5.657504918379231695e-02+1.637145557452675839e-16j), (1.067174653713588578e-01-2.654461794748153533e-18j), (1.316952888356235640e-01-5.251899464498777906e-18j)
 (-1.596949277875489848e-01-8.782106942274512335e-17j), (-9.869140950531600787e-01-1.044200113923946459e-16j), (-5.831963972062741419e-01-1.537142340218825271e-16j), (-2.244914086375735252e-01-5.101400240172188053e-17j), (-3.144219091912114211e-02-2.648614271535996571e-16j), (6.285329004448195200e-02+5.360036269502532460e-17j), (1.129688714290727619e-01-3.112808016477181835e-17j), (1.379273379726536353e-01+7.404960371351709376e-17j)
 (-1.659004865687130903e-01-1.429103884939141235e-16j), (-9.858804234473957928e-01+4.871663048949214453e-17j), (-5.780757595003711558e-01-4.748738967717003672e-17j), (-2.183580662446459320e-01+1.739340591336251360e-16j), (-2.515524538937676316e-02-1.500592404692167892e-16j), (6.912904459478441677e-02-2.696334968273737226e-16j), (1.192158087361732816e-01-1.515139867276303234e-16j), (1.441539310679581798e-01-1.523638419233626815e-17j)
 (-1.720994827641686709e-01+1.512338477284837168e-16j), (-9.848077530122083534e-01+7.951080379041903874e-17j), (-5.729322546420209106e-01+2.031810047186766117e-17j), (-2.122160861825089784e-01+1.167541076722981661e-16j), (-1.886730478446769360e-02-3.131422080748586381e-17j), (7.540206458240165943e-02+1.682819820188912940e-16j), (1.254580301802961095e-01-1.007871617814049185e-18j), (1.503748218139366877e-01-4.929423927638398346e-17j)
 (-1.782916711579754787e-01+1.564710710848749311e-16j), (-9.836961261796103306e-01+1.660562536392771724e-18j), (-5.677660860947083554e-01-1.602567055852148271e-16j), (-2.060657114116930255e-01+1.885963499402284178e-17j), (-1.257861783874192341e-02-1.106723458599179369e-16j), (8.167210186320655874e-02+5.291139341586764817e-17j), (1.316952888356235918e-01-6.140847526079152287e-17j), (1.565897641285575737e-01-2.682355772322301612e-17j)
 (-1.844768068034918773e-01+6.652690261711524785e-17j), (-9.825455869226277228e-01-7.492856614865203546e-17j), (-5.625774582184379646e-01-5.425711678566880024e-17j), (-1.999071852248055503e-01+5.546837519620186178e-18j), (-6.289433316068405479e-03-1.748518330812361778e-16j), (8.793890841106118128e-02-3.940853601720386884e-17j), (1.379273379726536075e-01-3.984624527655605918e-17j), (1.627985121650942502e-01-2.819931603592041360e-17j)
 (-1.906546450330639797e-01-7.925183030962008443e-18j), (-9.813561807535596815e-01-1.230476061805771438e-16j), (-5.573665762616426544e-01-6.929568123307002243e-17j), (-1.937407512368984341e-01+1.113109436000184549e-17j), (-2.124966869132549780e-16-2.271910786053142353e-16j), (9.420223632762610155e-02+7.000583793311401297e-18j), (1.441539310679581798e-01-1.291866224408603814e-16j), (1.690008203218492100e-01-9.471579879312427054e-17j)
 (-1.968249414677047948e-01+1.323883150255707293e-16j), (-9.801279547221766197e-01-7.795543694024732330e-17j), (-5.521336463530710503e-01-6.900226482475541123e-17j), (-1.875666533758381938e-01+4.517649651444035396e-17j), (2.198241588757810054e-17-1.620884665526590510e-16j), (1.004618378521679456e-01-9.148134698936666385e-17j), (1.503748218139366322e-01-1.630878743408301365e-16j), (1.751964432518689496e-01-1.566070099756472384e-16j)
 (-2.029874520267611893e-01+3.275278395699657168e-17j), (-9.788609574138615876e-01+3.922419394771641413e-17j), (-5.468788754936280139e-01+9.990067265307579225e-17j), (-1.813851358726515650e-01+1.100475059533698736e-16j), (6.289433316067793121e-03-6.952077395753948268e-17j), (1.067174653713589133e-01+2.244587722436538083e-16j), (1.565897641285576014e-01-2.612041383600298938e-17j), (1.813851358726511209e-01+4.718830310646732744e-17j)
 (-2.091419329375670821e-01+8.977457658793173341e-17j), (-9.775552389476864779e-01-8.162386662128044394e-17j), (-5.416024715481911889e-01+4.008571818716523669e-17j), (-1.751964432518700043e-01+1.985616780840710215e-16j), (1.257861783874123646e-02-1.890610959524988189e-16j), (1.129688714290727342e-01-3.140359683967392929e-17j), (1.627985121650943057e-01-8.518999019505967537e-17j), (1.875666533758371390e-01-1.063683013518914449e-16j)
 (-2.152881407450900342e-01-4.732197003628021281e-17j), (-9.762108509744295004e-01-7.174497776102008297e-17j), (-5.363046432373833605e-01+1.415359212204551604e-16j), (-1.690008203218497096e-01+1.764190325322347221e-16j), (1.886730478446712461e-02-2.053536304851832901e-16j), (1.192158087361733093e-01-9.436785199938144706e-17j), (1.690008203218492377e-01-2.081643028293030613e-16j), (1.937407512368976570e-01-1.326884524202777663e-16j)
 (-2.214258323215589352e-01-7.995190337695666343e-17j), (-9.748278466745341486e-01+1.046158868127648162e-16j), (-5.309856001293206118e-01+1.447578167427502875e-16j), (-1.627985121650947775e-01-1.626019624971103025e-17j), (2.515524538937598600e-02+1.467950004141096992e-16j), (1.254580301802961650e-01+1.128059432493964807e-16j), (1.751964432518688941e-01-1.568191910544492454e-16j), (1.999071852248046899e-01+2.337844036150721107e-17j)
 (-2.275547648760820607e-01+1.725524027108021719e-16j), (-9.734062807560026620e-01-1.094471616793600198e-17j), (-5.256455526313214000e-01-1.525971210785710149e-16j), (-1.565897641285586284e-01+1.373906463410698816e-16j), (3.144219091912061476e-02-1.469410142324281995e-16j), (1.316952888356236751e-01-5.169130653887495835e-18j), (1.813851358726510654e-01-9.268007189486996333e-18j), (2.060657114116924149e-01-8.990630202272417948e-17j)
 (-2.336746959642522770e-01-7.712536181192671739e-17j), (-9.719462094522338669e-01+1.155875187192942291e-16j), (-5.202847119815793286e-01+6.162007442297051070e-17j), (-1.503748218139369097e-01+2.117642349501350079e-16j), (3.772789267871722030e-02-2.891100366506694269e-16j), (1.379273379726536353e-01+1.311695254968670055e-16j), (1.875666533758370280e-01-1.063620288289465580e-16j), (2.122160861825077849e-01-6.685836269812896365e-17j)
 (-2.397853834977355936e-01+1.456821835392459819e-16j), (-9.704476905197971792e-01-1.058222644644164699e-16j), (-5.149032902408132717e-01+2.769969708775263109e-18j), (-1.441539310679590402e-01+2.027745899476508712e-16j), (4.401210202238176744e-02-1.041875477752559249e-16j), (1.441539310679581798e-01-7.202712128226831547e-17j), (1.937407512368976015e-01-1.895804117029300758e-16j), (2.183580662446455434e-01+7.926929198344429801e-17j)
 (-2.458865857538499178e-01+1.196607902113907477e-16j), (-9.689107832361497641e-01-8.881585129279520652e-18j), (-5.095015002838735318e-01+5.418196752393599657e-17j), (-1.379273379726538851e-01+1.110240341460765006e-16j), (5.029457036336628523e-02-2.012349050391817572e-16j), (1.503748218139366599e-01+7.334728792135524004e-18j), (1.999071852248046344e-01-9.015419896860955702e-17j), (2.244914086375726370e-01-5.956268987710836078e-17j)
 (-2.519780613851245743e-01-1.829356509980347105e-16j), (-9.673355483972900792e-01-8.871507750159062833e-17j), (-5.040795557913252400e-01+8.946476893140043377e-17j), (-1.316952888356245632e-01+1.866064728591446384e-16j), (5.657504918379240022e-02-6.512346520221400861e-18j), (1.565897641285576569e-01+8.725228521377123065e-17j), (2.060657114116923594e-01-1.464244677504506714e-16j), (2.306158707424402210e-01+1.342128789575734285e-16j)
 (-2.580595694288496667e-01+4.614939721604062942e-18j), (-9.657220483153550195e-01-6.336857645285413196e-17j), (-4.986376712409920642e-01-4.097683892142204139e-18j), (-1.254580301802964981e-01+3.200613334884893802e-16j), (6.285329004448209078e-02+5.416441758094999217e-17j), (1.627985121650943057e-01+2.849140094295227594e-17j), (2.122160861825077571e-01+4.682447732747814471e-17j), (2.367312102916796501e-01+8.205822069322554370e-17j)
 (-2.641308693166058985e-01-2.028321696185478754e-16j), (-9.640703468161506695e-01+6.668216354979866226e-17j), (-4.931760618994753265e-01+6.581351556489734770e-18j), (-1.192158087361743918e-01+9.233819992621420713e-17j), (6.912904459478456942e-02-1.554742966540906268e-16j), (1.690008203218491545e-01+1.895377696618936506e-17j), (2.183580662446455434e-01+2.227612133104041773e-17j), (2.428371853785872003e-01+5.031361636891421817e-17j)
 (-2.701917208837814055e-01-6.059075961477787211e-17j), (-9.623805092366339853e-01-2.594017790604291019e-16j), (-4.876949438136354287e-01-2.311520497153346068e-16j), (-1.129688714290734419e-01+3.375092431139868105e-17j), (7.540206458240183984e-02+5.493234333707670323e-17j), (1.751964432518689496e-01-1.002332674193070306e-16j), (2.244914086375725537e-01-1.734771218545220695e-16j), (2.489335544668914990e-01+1.251806590370235147e-16j)
 (-2.762418843790737655e-01-4.026681037493384807e-17j), (-9.606526024223210891e-01-1.274880150869023150e-17j), (-4.821945338020485194e-01-5.700198647830602346e-17j), (-1.067174653713600097e-01-4.993076197667354269e-17j), (8.167210186320669751e-02-3.307719035074183055e-18j), (1.813851358726510654e-01+2.175347891588979223e-16j), (2.306158707424401932e-01+2.097208870513399978e-17j), (2.550200764003103804e-01-6.236810118341364379e-17j)
 (-2.822811204739714697e-01-1.154810864814534478e-16j), (-9.588866947246500461e-01+2.599914821122738380e-17j), (-4.766750494464280785e-01+1.272267581649526894e-16j), (-1.004618378521685562e-01+7.929545820182818024e-17j), (8.793890841106125067e-02-9.589414510866970345e-17j), (1.875666533758370280e-01+7.572627145428963796e-18j), (2.367312102916795669e-01+2.534518634807245647e-17j), (2.610965104120882563e-01+1.457343402398605647e-16j)
 (-2.883091902722216826e-01+1.556944042121788120e-17j), (-9.570828559982708095e-01+7.225356390606664149e-17j), (-4.711367090830185789e-01+4.543524191976367645e-17j), (-9.420223632762736443e-02+1.040507175984340673e-16j), (9.420223632762617094e-02+6.411956588124116316e-17j), (1.937407512368976015e-01-1.885989161100175773e-17j), (2.428371853785871726e-01-6.331834935708525265e-17j), (2.671626161345210249e-01-1.103865049615456866e-16j)
 (-2.943258553192817373e-01+1.405196792381160147e-16j), (-9.552411575982869829e-01+5.784963986133458133e-17j), (-4.655797317939578961e-01+6.310888634250157813e-17j), (-8.793890841106177803e-02+4.010798229054164587e-16j), (1.004618378521680705e-01-9.082546138131503611e-17j), (1.999071852248046899e-01+2.342056861243491576e-17j), (2.489335544668913880e-01+6.819402402238757664e-17j), (2.732181536084658524e-01-7.356669665201506283e-17j)
 (-3.003308776117502576e-01-7.070063092517436129e-17j), (-9.533616723774295254e-01-3.156914306348693865e-17j), (-4.600043373986111295e-01-5.502081425052946932e-18j), (-8.167210186320698895e-02+1.271890497486705677e-16j), (1.067174653713589133e-01-5.950310950960257231e-17j), (2.060657114116924427e-01+2.343288992301161897e-17j), (2.550200764003103804e-01-1.184321896324371477e-16j), (2.792628832928300553e-01+1.154666597838714545e-16j)
 (-3.063240196067830712e-01-1.434840812009407859e-16j), (-9.514444746831766109e-01-1.593835591790222633e-16j), (-4.544107464448783884e-01-1.424379084235241065e-17j), (-7.540206458240232557e-02+1.790512211683373632e-16j), (1.129688714290727203e-01-3.073560203731569749e-17j), (2.122160861825078126e-01+1.605265943155422363e-16j), (2.610965104120882563e-01+3.196948785058391641e-17j), (2.852965660740496845e-01-7.263823427645259211e-17j)
 (-3.123050442314890818e-01-2.539932715380038737e-17j), (-9.494896403548135355e-01-3.529087605465784877e-17j), (-4.487991802004624997e-01-3.462368074584494162e-17j), (-6.912904459478502739e-02+1.030024592062151218e-16j), (1.192158087361733232e-01-3.218967568912510343e-16j), (2.183580662446453768e-01+7.931854666037056115e-17j), (2.671626161345210804e-01-1.665460310094751407e-16j), (2.913189632755473490e-01-2.709651712678919137e-17j)
 (-3.182737148923081572e-01-2.936894920969078924e-16j), (-9.474972467204298976e-01+5.302979639447449015e-17j), (-4.431698606441270560e-01+1.227722434763388877e-16j), (-6.285329004448275692e-02+1.079815160448958733e-16j), (1.254580301802961928e-01+5.605284819169351664e-17j), (2.244914086375724982e-01-5.970817260513659245e-17j), (2.732181536084657969e-01-2.439769439991508016e-16j), (2.973298366671722759e-01-4.272133819983348417e-17j)
 (-3.242297954843705865e-01-3.901757112385721860e-17j), (-9.454673725938637086e-01+1.428593441544815764e-17j), (-4.375230104569046707e-01-3.478464311740689804e-19j), (-5.657504918379282349e-02+2.058556047162441773e-16j), (1.316952888356237028e-01-6.152907089427575270e-17j), (2.306158707424401655e-01+7.774146360181466292e-17j), (2.792628832928299998e-01+5.883183821010009661e-17j), (3.033289484746264919e-01+2.941046409840096998e-17j)
 (-3.301730504008363321e-01+6.854328154893545173e-17j), (-9.434000982715811112e-01-1.652966450862443943e-16j), (-4.318588530132982939e-01-2.731753047070091622e-16j), (-5.029457036336713177e-02-9.627298681123038416e-17j), (1.379273379726536908e-01-9.627147052196965386e-17j), (2.367312102916795946e-01+1.389992147648913065e-16j), (2.852965660740495735e-01-7.276236521583626696e-17j), (3.093160613888687460e-01-3.106724933322106459e-17j)
 (-3.361032445422157400e-01-9.070214190374325253e-17j), (-9.412955055295034734e-01+9.596556065891258307e-17j), (-4.261776123724355658e-01+1.035096682810872139e-16j), (-4.401210202238206581e-02+1.953570620406955256e-17j), (1.441539310679581520e-01-1.538273771185742764e-17j), (2.428371853785871726e-01+1.073970101418756854e-16j), (2.913189632755474046e-01-1.408051643721778721e-16j), (3.152909385755024441e-01+1.796768842257884998e-16j)
 (-3.420201433256679913e-01-1.203224239906800158e-16j), (-9.391536776197677572e-01-1.088889164654290664e-16j), (-4.204795132692153992e-01-2.091175291513349678e-16j), (-3.772789267871849705e-02+2.790006955392716461e-16j), (1.503748218139367154e-01-1.628215844594739737e-16j), (2.489335544668914990e-01+1.248904129290862646e-16j), (2.973298366671721649e-01-1.567403858004503700e-16j), (3.212533436841437107e-01-7.485170182601298291e-17j)
 (-3.479235126942832323e-01-1.129637739598990264e-16j), (-9.369746992674382602e-01-8.446153599857600534e-17j), (-4.147647811054074318e-01-2.120991925900661799e-16j), (-3.144219091912110742e-02+7.534557049614440577e-17j), (1.565897641285576569e-01+8.736022920486421075e-17j), (2.550200764003103804e-01+1.082615684630364472e-16j), (3.033289484746264919e-01+8.643176845453473228e-17j), (3.272030408577715765e-01-6.825530548688074122e-17j)
 (-3.538131191263384490e-01+2.241395980392092964e-17j), (-9.347586566671511887e-01-4.666311595933216120e-18j), (-4.090336419407469282e-01-1.927685074833953133e-16j), (-2.515524538937678398e-02+3.036777012218706065e-16j), (1.627985121650943612e-01+2.858371804976788518e-17j), (2.610965104120881453e-01+3.205234171625333716e-17j), (3.093160613888688015e-01-3.160481302421022569e-17j), (3.331397947420576822e-01+1.471428347927788305e-16j)
 (-3.596887296445354654e-01-1.477658762079788326e-17j), (-9.325056374797072722e-01-1.916416307436167089e-17j), (-4.032863224839822180e-01-1.088035981929771854e-16j), (-1.886730478446768319e-02+3.090546446124923093e-16j), (1.690008203218491822e-01+7.627361240156810094e-17j), (2.671626161345210249e-01+6.045446359827533624e-17j), (3.152909385755024441e-01+1.795842929750828200e-16j), (3.390633704946749982e-01+1.200116229455424076e-16j)
 (-3.655501118252188486e-01-1.649661330165961174e-16j), (-9.302157308286046478e-01+2.191339274607002128e-16j), (-3.975230500839140868e-01+1.347711128533236412e-16j), (-1.257861783874190606e-02+1.723438920743839976e-16j), (1.751964432518689496e-01-2.134512882376275077e-16j), (2.732181536084657969e-01+9.678329052551110941e-17j), (3.212533436841437107e-01-1.319310751078005147e-16j), (3.449735337945903368e-01+1.122726610456860729e-16j)
 (-3.713970338075679445e-01-1.245040265282262778e-16j), (-9.278890272965094610e-01+1.036668879630074841e-16j), (-3.917440527203978062e-01+1.065489615745843166e-16j), (-6.289433316068500021e-03+1.654729808515212468e-16j), (1.813851358726510654e-01+4.727705422706268487e-17j), (2.792628832928300553e-01+1.773152303640333031e-18j), (3.272030408577714100e-01-1.246773884184327768e-16j), (3.508700508513303840e-01+1.480760207961606630e-16j)
 (-3.772292643027697623e-01-9.824566505370757135e-17j), (-9.255256189216783946e-01-5.346365476629525952e-17j), (-3.859495589953289563e-01-7.087083476397810834e-17j), (-2.622346784164619859e-16+1.127141583891356302e-16j), (1.875666533758371113e-01-1.062496215802247258e-16j), (2.852965660740496845e-01+1.552200813264793213e-16j), (3.331397947420576267e-01+3.350341341515326912e-17j), (3.567526884142316335e-01-9.836432595668851891e-17j)
 (-3.830465726031674900e-01+4.037105378830167284e-17j), (-9.231255991943123629e-01+4.951440049042475349e-17j), (-3.801397981235973833e-01+5.761886560326354876e-18j), (1.998401444325281699e-17+6.433369461714068481e-17j), (1.937407512368976015e-01-1.325596184545823126e-16j), (2.913189632755472935e-01+8.655905356427241831e-17j), (3.390633704946749427e-01+1.767666498240861358e-16j), (3.626212137816668402e-01+2.210383241771955137e-16j)
 (-3.888487285913872493e-01+9.589564343335699941e-17j), (-9.206890630528636876e-01+5.708279860592170137e-17j), (-3.743149999240192316e-01-5.819564409606419188e-17j), (6.289433316067704650e-03+2.140424661090324523e-16j), (1.999071852248048564e-01+1.377280503047144385e-16j), (2.973298366671723869e-01+1.391061815487716729e-17j), (3.449735337945902258e-01-5.810519806451615920e-17j), (3.684753948102501564e-01+1.807905505035388396e-16j)
 (-3.946355027494406476e-01-1.662984429479526877e-16j), (-9.182161068802743298e-01+1.382406589865611270e-16j), (-3.684753948102507670e-01+7.763718969279375319e-17j), (1.257861783874110288e-02+3.748628463198312828e-17j), (2.060657114116923594e-01-1.465557560903870948e-16j), (3.033289484746265474e-01+1.431122969017335129e-16j), (3.508700508513303840e-01-1.929030160310857622e-16j), (3.743149999240187875e-01-1.532340040696331660e-17j)
