Time Series 1,Time Series 2
-2.584940000608733635e-01,-6.517301925338578328e-02
-3.829332702838469382e-01,-1.895612353059060173e-01
-2.472678741026933802e-01,-5.384526219987665480e-02
-4.517285541283920791e-01,-2.582558426711019095e-01
-3.305424560108624066e-01,-1.370201224931478778e-01
-3.051379954121825611e-01,-1.115665174505606067e-01
-1.578642016323815733e-01,3.575594303534127688e-02
-3.235530547653375777e-01,-1.298847212494306236e-01
-3.584918775532491275e-01,-1.647758331660038600e-01
-2.397749003573135251e-01,-4.601162319333076955e-02
-2.512179501234142465e-01,-5.740791839386438083e-02
-2.582128497738960249e-01,-6.435654180534020052e-02
-3.381150511364600098e-01,-1.442129453696702757e-01
-3.233317476963306625e-01,-1.293843226851085215e-01
-1.864795106306876837e-01,7.512754959316171599e-03
-1.486296941865448418e-01,4.540693320592330273e-02
-3.843084072307645371e-01,-1.902278969216355808e-01
-4.027441994296808714e-01,-2.086202851979983564e-01
-2.506496853332481067e-01,-5.648284628024101417e-02
-1.423420386244065305e-01,5.186724604275715078e-02
-2.917233700428195631e-01,-9.747211907342395731e-02
-2.138986817379259775e-01,-1.960594388179662598e-02
-4.942787520955432279e-01,-2.999450068705685202e-01
-2.378355351446516663e-01,-4.346126216992720476e-02
-1.815213421261092364e-01,1.289297887924635566e-02
-2.250450703237755479e-01,-3.059118110574645527e-02
-9.056711272031145454e-02,1.039258647947776532e-01
-3.358872822821243886e-01,-1.413556964820602835e-01
-2.318615846862576990e-01,-3.729187070858606956e-02
-2.042525519234546783e-01,-9.645189969646182984e-03
-3.668304713835174313e-01,-1.721859417479585375e-01
-1.518867468216570371e-01,4.279447010953554842e-02
-6.078341436012588139e-02,1.339340093900387718e-01
-2.514144416845222607e-01,-5.666129168140654482e-02
-2.733562463920782837e-01,-7.856785079020527085e-02
-3.746296823803108023e-02,1.573601922214190318e-01
-3.907105137939052009e-01,-1.958530693038592896e-01
-3.240993539536481949e-01,-1.292081063446009481e-01
-1.327618338961833455e-01,6.216273583684443771e-02
-7.962787849423984265e-02,1.153295322855075605e-01
-2.889940833165738909e-01,-9.400431264841978274e-02
-4.492368514657261724e-01,-2.542152021473430001e-01
-2.925450855029509412e-01,-9.749203885119385460e-02
-2.484305808250483194e-01,-5.334661823425909666e-02
-3.967109137385509410e-01,-2.015965166793769747e-01
-2.366834327339254196e-01,-4.311007480679979187e-02
-2.760375843432171794e-01,-8.243475123591086084e-02
-1.869423147318802214e-01,6.689515740415596934e-03
-3.408154757298763604e-01,-1.471551257793486389e-01
-1.792849388139642341e-01,1.440345265765120841e-02
-1.739544144090531541e-01,1.976154055729904824e-02
-1.947587923874485039e-01,-1.015752020737711869e-03
-5.358238968941991809e-02,1.401872579164236132e-01
-1.606209202703000605e-01,3.317485634778399861e-02
-8.058944602209346109e-02,1.132319813168522482e-01
-2.663281795957737619e-01,-7.248157989065315276e-02
-8.065709648359295492e-02,1.132141971708910400e-01
-2.153763145992419470e-01,-2.148080547315163805e-02
-4.287219656674701174e-01,-2.348027196072946243e-01
-2.119586985716723770e-01,-1.801619417351581556e-02
-1.021377357732082963e-01,9.182754830942313484e-02
-2.266180402577593345e-01,-3.263045520037990282e-02
-1.334932535313615443e-01,6.051615373599796011e-02
-5.739908056512653400e-02,1.366316700935913953e-01
-2.169247405511419147e-01,-2.287312537236538268e-02
-2.512952678996718814e-02,1.689424739860742042e-01
-2.306192655367133582e-01,-3.652735813651220714e-02
-1.171288699343358275e-01,7.698246506778935738e-02
-3.039443287750284717e-02,1.637358506563632576e-01
-3.034892173343665123e-01,-1.093404643857076031e-01
-2.185673926191038507e-01,-2.440064941818361616e-02
-3.286462076413191324e-01,-1.344619533950692225e-01
-1.706167786418759658e-01,2.358450739955572986e-02
-2.141900340896779609e-01,-1.997219554524957974e-02
-3.188900024805737532e-01,-1.246560907661842243e-01
-1.873454133485161210e-02,1.755149641767943247e-01
-5.025152452215120302e-02,1.440130953755609511e-01
-2.632701374899032998e-01,-6.899088265461786329e-02
-1.063217366063314712e-01,8.797167368191480263e-02
6.571431459597795732e-02,2.600214008176372493e-01
-7.360203597219806826e-02,1.207182466295735335e-01
-2.735445538813930932e-01,-7.921155448537833821e-02
-2.503658896475430273e-01,-5.602065307454022480e-02
-2.466091013093300588e-01,-5.225210720679568377e-02
-1.256834823733169182e-01,6.868478958227537678e-02
-4.647186988830206977e-02,1.479072002160401467e-01
-7.316409937459103507e-02,1.212252891475428113e-01
-8.679120623223696152e-02,1.076080209512643715e-01
-2.112396067928545285e-01,-1.683102072869160915e-02
9.921040092359667550e-02,2.936278660646170491e-01
3.291543369529452423e-02,2.273412980874555123e-01
7.042403215798762051e-02,2.648578159548413691e-01
5.573720787996283565e-03,2.000149441235506975e-01
-5.687000574759029647e-03,1.887611824151422812e-01
-4.075904054165266355e-02,1.536956222010657513e-01
-2.131177689444965773e-01,-1.865710636648294785e-02
-8.337271768828038998e-02,1.110934647926986041e-01
-5.327922588334102483e-02,1.411919965546504785e-01
-8.748345217914507699e-02,1.069923302574654483e-01
5.059471249252586733e-03,1.995393337148382851e-01
-1.662431695592589131e-01,2.824029295558653369e-02
-3.177600627770356678e-01,-1.232734802015306996e-01
-2.930757631818257658e-01,-9.858654054196208660e-02
-8.879141953576570601e-02,1.056999631656400929e-01
-1.310598009096759775e-02,1.813870826638331879e-01
-2.283767553731330668e-01,-3.388249257723172092e-02
-1.563563856822191012e-01,3.813859713952729574e-02
-1.280877973013360982e-01,6.640742552922369868e-02
-1.355446386936754732e-01,5.895034412807175633e-02
-1.852361772173508059e-01,9.258085578551247807e-03
-1.453784148605117843e-01,4.911464789428961197e-02
-1.207018971543942498e-01,7.378948554701263152e-02
-4.970923585552602941e-02,1.447799867843384547e-01
-8.436522737548958484e-02,1.101213552000160079e-01
-2.155659935878778688e-01,-2.108253107303148521e-02
-2.597290638443175426e-01,-6.524920137873095605e-02
-6.177281675373968300e-02,1.327029656828717652e-01
-1.297645160642002249e-01,6.470670637379055679e-02
-5.545094144087057975e-02,1.390152410401074845e-01
-1.519479868755700680e-02,1.792658638904554846e-01
-2.459266485411137904e-02,1.698619978886062865e-01
1.371604630063570363e-01,3.316086459962575561e-01
6.413346725850659069e-02,2.585746905940600748e-01
1.266348357184585716e-01,3.210686195153117373e-01
-1.649959852358475754e-01,2.942987915631270490e-02
-2.022175303215505843e-02,1.741957121088662241e-01
1.955126106956267540e-02,2.139598471337263996e-01
-9.725953312868029776e-02,9.713969405482181241e-02
-3.854143647241588255e-02,1.558479520497187687e-01
-3.152437155188357876e-01,-1.208646454144928772e-01
1.939131879898220445e-03,1.963074038354914452e-01
4.008712362100359111e-02,2.344441177235390139e-01
-6.153438806306497921e-02,1.328108485099385450e-01
5.798129270151991532e-02,2.523142920975336434e-01
-1.434758918777510883e-02,1.799726934139957435e-01
-2.835209514286161636e-01,-8.921386520695789857e-02
-6.204502880639044260e-02,1.322483814818552761e-01
-6.489985924934421613e-02,1.293793955859402212e-01
-8.619102036833967140e-02,1.080735995293716778e-01
-1.739283358142246771e-01,2.032116969742034374e-02
-6.534380603391230780e-02,1.288901056804762635e-01
-5.934107910152738863e-02,1.348767594429002847e-01
-1.020292735058578315e-01,9.217201253557358309e-02
-2.340346980328834037e-01,-3.985044378663252229e-02
-1.253714921164306509e-02,1.816295939892779432e-01
1.791027480676312539e-02,2.120590277554228464e-01
-1.637058849695406382e-01,3.042439856432646583e-02
-1.057386244265265673e-01,8.837271057559956122e-02
1.426931294748481627e-01,3.367850368750502366e-01
-7.039531807214369219e-02,1.236766827038987687e-01
-3.642547410831934590e-02,1.576261410704580535e-01
-7.636861914045502131e-02,1.176621315182637267e-01
-1.678005127185467071e-01,2.620889454881369929e-02
3.428610002660492651e-02,2.282736850839835185e-01
4.838934063887578851e-03,1.988042181465180525e-01
9.028834864236418012e-02,2.842308530405197597e-01
-1.809534729546921350e-01,1.296577310548266415e-02
1.275160482450551080e-01,3.214115573711444629e-01
-7.761709701738113421e-02,1.162541966371019447e-01
2.384198877857588161e-01,4.322664874908787036e-01
4.571045900186813254e-02,2.395318863408130161e-01
-3.111598008643678970e-01,-1.173640242462829497e-01
3.153989891407007334e-02,2.253095465199146108e-01
-9.922841680364587191e-02,9.451462356306582213e-02
1.553935046615564364e-01,3.491094596279095685e-01
-1.761820007352659159e-02,1.760701913980897704e-01
4.807366922274638327e-02,2.417340191732750831e-01
2.910054709770141385e-02,2.227323775699980579e-01
-5.476676661478103308e-02,1.388360664925244459e-01
-3.008439343510239256e-02,1.634889644920222151e-01
8.222918509912759133e-02,2.773435821583007943e-01
4.231658012779755673e-02,2.374005427185856831e-01
-4.106845570749990959e-02,1.539845909442581762e-01
1.576821339382208087e-01,3.527037832566046749e-01
-4.361142170904877546e-02,1.513783489591059850e-01
1.380527042673610205e-01,3.330101150471094229e-01
1.056673517246755067e-01,3.005919214577042475e-01
-4.293293018872095662e-02,1.519583174203273102e-01
-4.804092823399545853e-02,1.468165162560521320e-01
-1.946240441345643835e-01,1.991163248864502577e-04
-6.833579901971542636e-02,1.264525965821585718e-01
4.650126817199212031e-02,2.412544181751087591e-01
-8.979392988536258335e-02,1.049234938648027360e-01
-1.362964341565241766e-01,5.838478277466938038e-02
-2.775578705811598129e-02,1.668887425774441269e-01
-4.182319921502967996e-03,1.904250420323064241e-01
-5.036032138742547321e-02,1.442093925902471208e-01
-4.420965370287507912e-04,1.940894892630363189e-01
1.388499969011491864e-01,3.333429744162376140e-01
-8.967663207941221903e-02,1.047772571386159784e-01
-1.115626567822333715e-01,8.285166422312140178e-02
7.942234484239360515e-02,2.737966178171173381e-01
1.554008157205454821e-01,3.497345609455193571e-01
5.372250178522593178e-02,2.480152396413545235e-01
1.706718930268892320e-01,3.649231439962840606e-01
-1.673120378880887937e-01,2.689724677907409656e-02
1.345968977487981000e-02,2.076265288278869581e-01
-1.086832709135648889e-03,1.930370815225459502e-01
1.513110072179058019e-01,3.453915175270340088e-01
6.657181210986898301e-02,2.606084395023363087e-01
3.850528302310987638e-02,2.324975486131130586e-01
1.666338148694253979e-02,2.106108064981638273e-01
2.651141320651449404e-02,2.204135189733034683e-01
-5.049770401980294837e-02,1.433586039487519947e-01
3.157823186533459392e-01,5.095923503828949652e-01
-1.432727820010175346e-02,1.794359989638801278e-01
5.714315214531585918e-02,2.508591965325601136e-01
-4.980417266323255987e-02,1.438641608526753379e-01
1.852788219824494376e-01,3.788989666501733078e-01
-7.185563167226945158e-02,1.217158462893534465e-01
-3.797399616697266778e-02,1.555483373507429434e-01
1.022857019951449453e-01,2.957584134524361974e-01
-1.811940658050714692e-02,1.753032053223105291e-01
1.202715501521251229e-01,3.136435851300679589e-01
2.251515937670842127e-01,4.184725745745735415e-01
-3.022249188847098145e-02,1.630469576289887979e-01
-6.639998020657872368e-04,1.925534414329707622e-01
6.318047728544781694e-02,2.563454333740228797e-01
3.967837775762496355e-02,2.327903719652355541e-01
6.320598865415297252e-02,2.562645443770065756e-01
-3.212732564249481948e-02,1.608773151236967403e-01
6.234548646094380253e-02,2.552957359316306296e-01
4.203112336748072997e-02,2.349265053380591439e-01
-2.103293027435040874e-02,1.718071081269302303e-01
2.057914264846411045e-01,3.985756453840230140e-01
7.121927964806096245e-02,2.639472032507066968e-01
1.811291109777290187e-01,3.738002636277392154e-01
-1.167979142950648225e-01,7.581599188652221599e-02
-6.083959993568407998e-03,1.864722243450926409e-01
1.172999456037292221e-01,3.097979328674204669e-01
5.067158772122963561e-02,2.431109028215386880e-01
1.554991253349763403e-01,3.478792933282952582e-01
3.128678186336976419e-02,2.236073279520642276e-01
1.249949138088212869e-01,3.172553633424076702e-01
8.407904570360626162e-02,2.762789241799191720e-01
2.166249195173510222e-01,4.087637525837157781e-01
-1.132588257890089489e-02,1.807514308755016341e-01
1.374494015655223222e-01,3.294647213577809319e-01
4.933448727292704533e-02,2.412873395058605375e-01
-2.357810276751504119e-02,1.683118081630839424e-01
-6.649423891177426438e-02,1.253322571288203735e-01
9.467073457252157820e-02,2.864333422919516647e-01
1.311435709951450923e-01,3.228418171199274878e-01
2.125319844063077168e-01,4.041653958218051623e-01
2.503838737164613137e-01,4.419519774680494839e-01
1.269373384522845261e-01,3.184396617465199975e-01
1.204594995349940190e-01,3.118955697407798655e-01
1.317393091308366737e-01,3.231086537805908931e-01
2.744581192133130343e-01,4.657602660041335052e-01
2.852739865495658167e-01,4.765084633443940065e-01
-1.737002040538369874e-01,1.746613077495173805e-02
2.797512799156505192e-01,4.708490009765298190e-01
2.872181260668433267e-01,4.782467617272821991e-01
1.319531720208290126e-01,3.229122508188002061e-01
1.451682665536209171e-01,3.360573171987652485e-01
2.363117696138292700e-01,4.271303209886178620e-01
2.885781070792818870e-01,4.793256882401795149e-01
-3.201074939309228595e-02,1.586653907855345158e-01
3.630471175383084836e-02,2.269089403581251441e-01
1.076027577370353150e-01,2.981346043524143452e-01
1.892233064431899647e-01,3.796823008337103511e-01
2.333171774574738788e-01,4.237028495669935002e-01
2.136742935028523860e-03,1.924486228883657557e-01
1.167331522584838660e-01,3.069707703625770834e-01
1.229745631978837322e-01,3.131374499429515068e-01
2.044897751629583260e-01,3.945774612236567780e-01
1.622521400702186256e-01,3.522641563068013570e-01
2.602905543158908763e-01,4.502264317753650880e-01
1.751726391021266593e-01,3.650319090194117932e-01
1.473341756741243236e-01,3.371163694732085547e-01
1.922464857053980403e-01,3.819511350004947126e-01
2.030655101134115625e-01,3.926921467101155416e-01
2.459423163236288401e-01,4.354904722200713119e-01
4.038253451766494750e-01,5.932945525646532436e-01
7.850128355539967573e-02,2.678910748216345450e-01
2.029343789262645359e-01,3.922442866533997208e-01
2.469744805039293944e-01,4.362040374717889302e-01
1.728754410249620510e-01,3.620241802116768715e-01
1.700276952078456083e-01,3.590951497910059853e-01
5.538997036179865718e-02,2.443756737196066398e-01
5.730688543618725483e-02,2.462103711486093305e-01
2.203240846672075426e-01,4.091448865171233296e-01
2.464285489504735582e-01,4.351662009248290497e-01
-1.096486493623050062e-01,7.900538692865183288e-02
1.625684316527073181e-01,3.511383866587909908e-01
2.796006038349186928e-01,4.680860121621686076e-01
2.409800229245873393e-01,4.293804193877056585e-01
2.444625941396798285e-01,4.327775137631810209e-01
8.178769223396935295e-02,2.700166702533250418e-01
9.502165947310275973e-02,2.831642313358901375e-01
3.503141017263719514e-02,2.230871115396854121e-01
2.225971307816387301e-01,4.105654975281748942e-01
1.912435043462404893e-01,3.791240725630347086e-01
2.533946322804095930e-01,4.411869382749210033e-01
1.077134085752094739e-01,2.954169888727291027e-01
1.313281355015439855e-01,3.189425268463400021e-01
2.680764881375459208e-01,4.556012274940066664e-01
2.312118936074396558e-01,4.186465181612149533e-01
4.688734371746124951e-01,6.562174843337587049e-01
2.638149633880876865e-01,4.510679707842060182e-01
2.737894439009388448e-01,4.609509493903196642e-01
2.392774391569826298e-01,4.263469808217437707e-01
2.392273908703918539e-01,4.262045070196208152e-01
2.991632407502218816e-01,4.860474699211116412e-01
2.744699220831901543e-01,4.612608030421820882e-01
1.480720792551092346e-01,3.347691509990292080e-01
1.498721226471172452e-01,3.364749244043143128e-01
2.763898902667549229e-01,4.628979614982378643e-01
1.325249775377952965e-01,3.189378579383693735e-01
3.201088416527076985e-01,5.064260711521111347e-01
2.319890413519427041e-01,4.182101601159811666e-01
1.692884896395951411e-01,3.554130380712781645e-01
2.782891825275116138e-01,4.643167012681859163e-01
1.736769938125894974e-01,3.596070237430716299e-01
3.279603317774687499e-01,5.137924140191806321e-01
2.463982282938413371e-01,4.321319042099410757e-01
2.927430259638295618e-01,4.783778371603436552e-01
3.275578726534280616e-01,5.130933609803828288e-01
1.640378076808944874e-01,3.494735152334469408e-01
1.816408557457145356e-01,3.669763248652835319e-01
2.428744770049259816e-01,4.281092502803187094e-01
2.607758501050629341e-01,4.459094703736051213e-01
3.190706541573052335e-01,5.041026645059729638e-01
2.388242526423826617e-01,4.237541964089248103e-01
3.404797146330457158e-01,5.253071354071142673e-01
2.271631259304214556e-01,4.118875675546965209e-01
2.443104220674613414e-01,4.289314286387776454e-01
3.295450021154995857e-01,5.140621179859710121e-01
1.256512902929871611e-01,3.100640600711322969e-01
8.228084692310386195e-02,2.665888154749682659e-01
1.534197430130648798e-01,3.376224554633464048e-01
3.088491948352720118e-01,4.929461965684418523e-01
1.811376214529795137e-01,3.651284581144049191e-01
3.077891305235218034e-01,4.916733480205870421e-01
3.473438034286229770e-01,5.311209479318506066e-01
1.808320121422309357e-01,3.645016300864018510e-01
2.434723364560310299e-01,4.270339745413027077e-01
2.069296646371044102e-01,3.903828698301318734e-01
3.303912716557385609e-01,5.137355911907885986e-01
2.087972292701258392e-01,3.920322106501994419e-01
3.932380111964158820e-01,5.763632021943614347e-01
8.983202263956271971e-02,2.728469712991933305e-01
3.931592761326627716e-01,5.760635307698722674e-01
4.531282552489599436e-01,6.359213644528357579e-01
2.161882882363898584e-01,3.988698008703293607e-01
3.270151324208434018e-01,5.095845976236653696e-01
1.486294475321366382e-01,3.310864147191951989e-01
2.195447443387607001e-01,4.018887632030574975e-01
1.840485913084014546e-01,3.662792118216963155e-01
2.786825898962266290e-01,4.607993623101478420e-01
3.213865200800730682e-01,5.033889949272289943e-01
3.223110559989406099e-02,2.141188336949811921e-01
3.095557907550572363e-01,4.913283231959686415e-01
1.211303945527955062e-01,3.027872827217295559e-01
4.285877841240846031e-01,6.101285796886524171e-01
4.291553650610697712e-01,6.105796199753997788e-01
3.237812393885992623e-01,5.050885058944436512e-01
3.350201254606341439e-01,5.162099560884763072e-01
2.778914222786587063e-01,4.589633698488154723e-01
1.529411767136145128e-01,3.338947943373398175e-01
6.595257500334855694e-02,2.467874160839367836e-01
3.641057271121321826e-01,5.448213453460203359e-01
3.092234197661991590e-01,4.898193691440680952e-01
4.550786307867698555e-01,6.355544655946462340e-01
2.835790619398972368e-01,4.639343367602511981e-01
3.242047874080707381e-01,5.044390571209174112e-01
2.918022579124936455e-01,4.719150776964904370e-01
2.085051658066589542e-01,3.884960911402047246e-01
2.968519985466269717e-01,4.767205852089573259e-01
3.730509069270663836e-01,5.527967109993507933e-01
4.002465117254179194e-01,5.798690895918563459e-01
3.568544433488702317e-01,5.363533516977866400e-01
3.238786406536779405e-01,5.032534364786143133e-01
3.199045230762194159e-01,4.991547636770301000e-01
1.494206175122429481e-01,3.285458604961868923e-01
4.337232853910570340e-01,6.127230886738894711e-01
3.446804739960168118e-01,5.235543958030806078e-01
2.266250788483080703e-01,4.053726777156225758e-01
3.032880224414217785e-01,4.819088572167748996e-01
2.875139582702520014e-01,4.660075881142869414e-01
1.546483261830654266e-01,3.330143105703700090e-01
1.752332703930659097e-01,3.534711691132584876e-01
2.176588133053330987e-01,3.957681864641501290e-01
4.367393161985327343e-01,6.147197242189139654e-01
2.797886548426914977e-01,4.576396584658647959e-01
3.437923023772369580e-01,5.215134626638020521e-01
2.113133599349604486e-01,3.889042382659742003e-01
4.558210784293121320e-01,6.332812365073680061e-01
4.178830525350240022e-01,5.952120523853356993e-01
4.389330908891551086e-01,6.161304948606388665e-01
3.739758807878624247e-01,5.510412515542125744e-01
4.639197670812021390e-01,6.408526676419744605e-01
2.931570459058363554e-01,4.699570395875252160e-01
2.775100865099305869e-01,4.541767369670476895e-01
3.763754576877408331e-01,5.529083289038909665e-01
5.202029230900824253e-01,6.966015793790396593e-01
3.647381321964944800e-01,5.410021382032775827e-01
3.004574556685268294e-01,4.765863763704746292e-01
4.295435870851136428e-01,6.055369877929567268e-01
3.149164573956021451e-01,4.907739037545372773e-01
4.436382645869572094e-01,6.193593225777195288e-01
3.849056655166828156e-01,5.604899014566155913e-01
3.179605322707123594e-01,4.934075128148378564e-01
4.456725242135434750e-01,6.209818163556333204e-01
3.145717877790778494e-01,4.897429588527212330e-01
3.183753200313681475e-01,4.934079377110383025e-01
3.999070126513566970e-01,5.748006449534805995e-01
2.926043199262273742e-01,4.673585352102490598e-01
4.670305839424199745e-01,6.416449509118677952e-01
1.276463991020832522e-01,3.021204868056338588e-01
4.390886702121388763e-01,6.134220480446801460e-01
2.684439677847461070e-01,4.426362054884403485e-01
3.319213364914119779e-01,5.059720041567585813e-01
3.322400234394645713e-01,5.061486915063587722e-01
2.349073086569428981e-01,4.086735479157388440e-01
4.474543197733765187e-01,6.210777013659443124e-01
4.210815214360139058e-01,5.945616168567996462e-01
3.357936155465197636e-01,5.091299966436013680e-01
4.878201184833665383e-01,6.610123574595121454e-01
2.966523364697751797e-01,4.697000058834980285e-01
2.782803332812407437e-01,4.511830060478540516e-01
3.829410621968084572e-01,5.556983115894801317e-01
5.330377718877783444e-01,7.056491715385831975e-01
3.383422191692588288e-01,5.108073430702315676e-01
5.382548001190723408e-01,7.105732226232608362e-01
4.836002826627802675e-01,6.557715784852901075e-01
3.988788236658837860e-01,5.709025678849339869e-01
4.202777707455604972e-01,5.921535388035292780e-01
4.564476973992838138e-01,6.281750651037583122e-01
3.288018687440407706e-01,5.003804122688622069e-01
3.163839671087120831e-01,4.878132629950228116e-01
4.698755933864733891e-01,6.411552185437606743e-01
4.792031657964677671e-01,6.503326975036097801e-01
4.964453328856805459e-01,6.674243487919873097e-01
4.957440797472769112e-01,6.665721578735355202e-01
4.989106897655284922e-01,6.695874085050429469e-01
3.101649202590331389e-01,4.806898583786643475e-01
3.541527692933255089e-01,5.245255059345322879e-01
3.615203893765986387e-01,5.317405040564751051e-01
4.585894272404673067e-01,6.286564998527812698e-01
5.093862235314673415e-01,6.792998343476982503e-01
4.984643632052064288e-01,6.682240928755789344e-01
3.244272305579450899e-01,4.940326601124657158e-01
4.209247409729182654e-01,5.903754518224090253e-01
3.501552142339650064e-01,5.194507881710953567e-01
3.549213927003833646e-01,5.240614119007050986e-01
4.299375757562463041e-01,5.989216227792220071e-01
3.170838739173781895e-01,4.859115317074126916e-01
5.183647729876794674e-01,6.870356248751487982e-01
6.008880211868088406e-01,7.694016508890889616e-01
4.237371281564098480e-01,5.920931197789037759e-01
5.649188641221325469e-01,7.331168021592969763e-01
4.230997596127568094e-01,5.911392289491270713e-01
4.755315727289274319e-01,6.434121586401427839e-01
5.378887056042390702e-01,7.056099937580659898e-01
4.738582162128894271e-01,6.414197926702432939e-01
5.366481966395324488e-01,7.040496478555011706e-01
4.978219992770858138e-01,6.650629121019476786e-01
3.259160882097859036e-01,4.929960498900322063e-01
4.754801433112316178e-01,6.423987414905831805e-01
5.296458400333177163e-01,6.964026627537429626e-01
4.006090197991984403e-01,5.672036555019310811e-01
4.785008932420202754e-01,6.449329307685736090e-01
5.070340889405784424e-01,6.733031175337619301e-01
4.387243806279059188e-01,6.048299899328377638e-01
5.151024201743166220e-01,6.810442002394359040e-01
4.301478884106040290e-01,5.959254296886845603e-01
3.646147037171894589e-01,5.302275970663479221e-01
4.966940350620815958e-01,6.621418717467899562e-01
2.467926565449393428e-01,4.120750282370312378e-01
3.686566185233434711e-01,5.337731173030235698e-01
4.302508570091507223e-01,5.952010753660006426e-01
4.498437276398117857e-01,6.146272584737965117e-01
4.790793057513060282e-01,6.436957423737779127e-01
3.881171416102403016e-01,5.525660777449430405e-01
3.574150319707080636e-01,5.216960617547801160e-01
5.265927112638398855e-01,6.907054292488156166e-01
5.288241598276167688e-01,6.927681609804257068e-01
4.413532010323755750e-01,6.051280807363447201e-01
4.032656795479032663e-01,5.668710336037541264e-01
4.011024282326460799e-01,5.645378528594918732e-01
4.092710217891535329e-01,5.725361136254961680e-01
5.139585573101809191e-01,6.770529134149079198e-01
5.264399021812564694e-01,6.893631200346327370e-01
4.411853842121468694e-01,6.039370617168100530e-01
